ADDRESSCOUNTRYCODE,ADDRESSSTATECODE,CITY,LASTUPDATEDDATE,POSTALCODE,RECAREAADDRESSID,RECAREAADDRESSTYPE,RECAREAID,RECAREASTREETADDRESS1,RECAREASTREETADDRESS2,RECAREASTREETADDRESS3
"","SC","Gaffney","","29341","758837","","2645","Cowpens National Battlefield","4001 Chesnee Highway",""
"","OR","Crater Lake","","97604","758838","","2647","P.O. Box 7","",""
"","ID","Arco","","83213","758839","","2648","Craters of the Moon National Monument and Preserve","P.O. Box 29",""
"","NJ","Trenton","","08608","758840","","14527","101 Barrack St.","",""
"","KY","Middlesboro","","40965","758841","","2649","Cumberland Gap National Historical Park","91 Bartlett Park Road",""
"","GA","St. Marys","","31558","758842","","2650","101 Wheeler Street","",""
"","CO","Gunnison","","81230","758843","","2651","National Park Service","102 Elk Creek",""
"","OH","Brecksville","","44141","758844","","2652","Cuyahoga Valley National Park","15610 Vaughn Road",""
"","OH","Beachwood","","44122","758845","","13919","Mandel Jewish Community Center","26001 South Woodland Road",""
"","OH","Dayton","","45402","758846","","2653","Dayton Aviation Heritage National Historical Park","16 South Williams Street",""
"","FL","Bradenton","","34280","758847","","2660","De Soto National Memorial","P.O. Box 15390",""
"","CA","Death Valley","","92328","758848","","2662","Death Valley National Park","P.O. Box 579",""
"","PA","Easton","","18042","758849","","2656","Delaware and Lehigh National Heritage Corridor","1 South Third St, 8th Floor",""
"","PA","Bushkill","","183249999","758850","","2663","Delaware Water Gap Natl Recreatn Area","1978 River Road",""
"","AK","Denali Park","","99755","758851","","2658","Denali National Park & Preserve","P.O. Box 9",""
"","CA","Mammoth Lakes","","93546","758852","","2659","Devils Postpile National Monument","P.O. Box 3999",""
"","WY","Devils Tower","","82714","758853","","2661","PO Box 10","",""
"","UT","Jensen","","84035","758854","","2664","Dinosaur National Monument","11625 E 1500 S",""
"","FL","Key West","","33041","758855","","2665","P.O. Box 6208","",""
"","WA","Coupeville","","98239","758856","","2666","Ebey's Reserve, PO Box 774","162 Cemetery Road",""
"","PA","Philadelphia","","19123","758857","","13921","532 N. 7th Street","",""
"","IA","Harpers Ferry","","52146","758858","","2669","Effigy Mounds National Monument","151 HWY 76",""
"","PA","Gettysburg","","17325","758859","","13922","Eisenhower NHS","1195 Baltimore Pike, Suite 100",""
"","NM","Santa Fe","","875040728","758860","","12721","National Trails Intermountain Region","P.O. Box 728",""
"","NM","Santa Fe","","875040728","758861","","3135","National Trails Intermountain Region","PO Box 728",""
"","NM","Grants","","87020","758862","","2672","El Malpais National Monument","1900 East Santa Fe Avenue",""
"","NM","Ramah","","87321","758863","","2673","El Morro National Monument","HC 61 Box 43",""
"","NY","Hyde Park","","12538","758864","","13923","National Park Service","4097 Albany Post Road",""
"","NY","New York","","10004","758865","","13924","Ellis Island Immigration Museum","Ellis Island",""
"","NY","Waterford","","12188","758866","","2675","Erie Canalway National Heritage Corridor","PO Box 219",""
"","MA","Salem","","01970","758867","","4071","221 Essex Street, Suite 41","",""
"","CA","Danville","","94526","758868","","2676","P.O. Box 280","",""
"","FL","Homestead","","330346733","758869","","2677","40001 State Road 9336","",""
"","OH","Toledo","","43615","758870","","13532","Toledo Metro Parks Visitors Center","5100 West Central Avenue",""
"","NY","New York","","10005","758871","","13925","Federal Hall National Memorial","26 Wall Street",""
"","NY","Patchogue","","117723596","758872","","2681","Fire Island National Seashore","120 Laurel Street",""
"","OH","Canton","","447022107","758873","","13926","National First Ladies Library","205 Market Avenue South",""
"","DE","New Castle","","19720","758874","","13927","211 Delaware Street","",""
"","PA","Shanksville","","15560","758875","","13928","P.O. Box 911","",""
"","CO","Florissant","","80816","758876","","2683","PO Box 185","",""
"","DC","Washington","","20004","758877","","13929","Fords Theatre National Historic Site","511 10th Street NW",""
"","AZ","Bowie","","85605","758878","","2684","Fort Bowie National Historic Site,  3203 South Old Fort Bowie Road","",""
"","","","","","758879","","2686","","",""
"","TX","Fort Davis","","79734","758880","","2688","Fort Davis National Historic Site","P.O. Box 1379",""
"","TN","Dover","","37058","758881","","2689","Fort Donelson National Battlefield","120 Fort Donelson Road",""
"","DC","Washington","","20020","758882","","2690","Site Manager: FODU","1900 Anacostia Dr. SE",""
"","MD","Fort Washington","","20744","758883","","4072","13551 Fort Washington Road","",""
"","GA","St. Simons Island","","31522","758884","","2691","Fort Frederica NM","6515 Frederica Rd.",""
"","WY","Fort Laramie","","82212","758885","","2692","965 Gray Rocks Road","",""
"","KS","Larned","","675505357","758886","","2693","Fort Larned NHS","1767 KS Hwy 156",""
"","FL","St. Augustine","","32080","758887","","2694","Fort Matanzas National Monument","8635 A1A South",""
"","MD","Baltimore","","212305393","758888","","2695","Fort McHenry National Monument and Historic Shrine","2400 East Fort Avenue",""
"","VA","Fort Monroe","","236511001","758889","","13539","Fort Monroe National Monument","41 Bernard Road (Building #17, Lee's Quarters)",""
"","PA","Farmington","","15437","758890","","2697","Fort Necessity NB","1 Washington Parkway",""
"","CA","San Francisco","","94123","758891","","2698","Fort Point National Historic Site","Fort Mason, Building 201",""
"","GA","Savannah","","31410","758892","","2699","Fort Pulaski National Monument","P. O. Box 30757",""
"","NC","Manteo","","27954","758893","","2700","Fort Raleigh National Historic Site","1500 Fort Raleigh Road",""
"","KS","Fort Scott","","66701","758894","","2701","Fort Scott NHS","P.O. Box 918",""
"","AR","Fort Smith","","72901","758895","","2702","Fort Smith National Historic Site","301 Parker Avenue",""
"","NY","Rome","","13440","758896","","2703","Fort Stanwix National Monument","100 North James Street",""
"","SC","Sullivan's Island","","29482","758897","","2704","1214 Middle Street","",""
"","NM","Watrous","","87753","758898","","2706","Superintendent","Fort Union National Monument PO Box 127",""
"","ND","Williston","","58801","758899","","13930","Fort Union Trading Post NHS","15550 Hwy 1804",""
"","WA","Vancouver","","98661","758900","","2708","Fort Vancouver NHS","612 East Reserve Street",""
"","MD","Fort Washington","","20744","758901","","2709","13551 Fort Washington Road","",""
"","WY","Kemmerer","","83101","758902","","2685","864 Chicken Creek Road","P.O. Box 592",""
"","DC","Washington","","20024","758903","","13931","1695 West Basin Drive SW","",""
"","DC","Washington","","20020","758904","","2711","Frederick Douglass NHS","1411 W Street SE",""
"","MA","Brookline","","02445","758905","","2714","Frederick Law Olmsted             National Historic Site","99 Warren Street",""
"","VA","Fredericksburg","","22405","758906","","2715","Superintendent","120 Chatham Lane",""
"","PA","Farmington","","15437","758907","","2713","Friendship Hill NHS","1 Washington Parkway",""
"","AK","Bettles","","99726","758908","","2716","Visitor Information","P.O. Box 30",""
"","NY","Staten Island","","10305","758909","","2718","Gateway NRA","210 New York Avenue",""
"","WV","Glen Jean","","25846","758910","","2717","P. O. Box 246","",""
"","NY","New York","","10027","758911","","13932","General Grant National Memorial","West 122nd Street and Riverside Drive",""
"","IN","Vincennes","","47591","758912","","2720","George Rogers Clark National Historical Park","401 S. 2nd St.",""
"","VA","McLean","","22101","758913","","2746","George Washington Memorial Parkway Headquarters","Turkey Run Park",""
"","VA","Washington's Birthplace","","22443","758914","","13934","Superintendent","1732 Popes Creek Road",""
"","MO","Diamond","","64840","758915","","2745","George Washington Carver National Monument","5646 Carver Road",""
"","PA","Gettysburg","","17325","758916","","2722","Gettysburg National Military Park","1195 Baltimore Pike, Suite 100",""
"","NM","Silver City","","88061","758917","","2724","Gila Cliff Dwellings National Monument","HC 68 Box 100",""
"","MT","West Glacier","","59936","758918","","2725","Glacier National Park","PO Box 128",""
"","AK","Gustavus","","99826","758919","","2726","Glacier Bay National Park","PO Box 140",""
"","AZ","Page","","86040","758920","","2727","Glen Canyon NRA","PO Box 1507",""
"","MD","Glen Echo","","20812","758921","","2729","Glen Echo Park, NPS","7300 MacArthur Boulevard",""
"","PA","Philadelphia","","19147","758922","","13935","916 S. Swanson Street","",""
"","CA","San Francisco","","941231307","758923","","2730","Golden Gate National Recreation Area","Fort Mason, Building 201",""
"","UT","Promontory","","84307","758924","","13936","Golden Spike National Historic Site","6200 North 22300 West",""
"","NY","New York","","100041921","758925","","13937","Governors Island National Monument","10 South Street",""
"","AZ","Grand Canyon","","86023","758926","","2733","Grand Canyon National Park","P.O. Box 129",""
"","MN","Grand Portage","","55605","758927","","2737","P.O. Box 426","170 Mile Creek Road",""
"","WY","Moose","","83012","758928","","13525","Grand Teton National Park","P.O. Drawer 170",""
"","MT","Deer Lodge","","59722","758929","","2736","Grant-Kohrs Ranch NHS","266 Warren Lane",""
"","NV","Baker","","89311","758930","","2732","Great Basin National Park","100 Great Basin National Park",""
"","PA","Philadelphia","","19106","758931","","12723","Paul Kenney, National Park Service","200 Chestnut St",""
"","VA","McLean","","22102","758932","","2735","Great Falls Park","9200 Old Dominion Dr",""
"","CO","Mosca","","81146","758933","","2738","11999 State Highway 150","",""
"","TN","Gatlinburg","","37738","758934","","2739","Great Smoky Mountains National Park","107 Park Headquarters Road",""
"","VA","Fredericksburg","","22405","758935","","2740","120 Chatham Lane","",""
"","MD","Greenbelt","","20770","758936","","2734","6565 Greenbelt Road","",""
"","TX","Salt Flat","","79847","758937","","2744","Guadalupe Mountains National Park","400 Pine Canyon Road",""
"","NC","Greensboro","","274102355","758938","","2742","Guilford Courthouse National Military Park","2332 New Garden Road",""
"","FL","Gulf Breeze","","32563","758939","","2743","1801 Gulf Breeze Parkway","",""
"","SC","Sullivans Island","","29482","758940","","13526","Michael Allen/Charles Pinckney NHS","1214 Middle Street",""
"","ID","Hagerman","","83332","758941","","2748","Hagerman Fossil Beds National Monument","221 N. State St.",""
"","HI","Makawao","","96768","758942","","2751","PO Box 369","",""
"","NY","New York","","10031","758943","","13939","Hamilton Grange National Memorial, C/O Manhattan Sites","414 W 141st St,",""
"","MD","Towson","","21286","758944","","13940","Superintendent","535 Hampton Lane",""
"","MD","Fort Washington","","20744","758945","","13941","13551 Fort Washington Road","",""
"","WV","Harpers Ferry ","","25425","758946","","2747","171 Shoreline Drive","",""
"","MD","Church Creek","","21622","758947","","13942","4068 Golden Hill Road","",""
"","MO","Independence","","64050","758948","","13943","Harry S Truman NHS","223 N. Main St.",""
"","HI","Hawaii National Park","","967180052","758949","","2753","Hawai'i Volcanoes National Park","P.O. Box 52",""
"","IA","West Branch","","52358","758950","","2754","Herbert Hoover NHS","110 Parkside Drive",""
"","VA","Jamestown","","23081","758951","","2771","Historic Jamestowne CNHP","1368 Colonial Parkway",""
"","","","","","758952","","2890","","",""
"","NY","Hyde Park","","12538","758953","","13945","National Park Service","4097 Albany Post Road",""
"","NE","Beatrice","","68310","758954","","2759","8523 West State Hwy 4","",""
"","HI","Honolulu","","96818","758955","","14508","Honouliuli National Monument National Park Service","1845 Wasp Boulevard, Building 175",""
"","OH","Chillicothe","","45601","758956","","2756","Hopewell Culture National Historical Park","16062 State Route 104",""
"","PA","Elverson","","19520","758957","","13946","Hopewell Furnace National Historic Site","2 Mark Bird Lane",""
"","AL","Daviston","","36256","758958","","2755","Horseshoe Bend NMP","11288 Horseshoe Bend Road",""
"","AR","Hot Springs","","71901","758959","","2760","Hot Springs National Park","101 Reserve Street",""
"","CO","Cortez","","81321","758960","","2761","Hovenweep National Monument","McElmo Route",""
"","AZ","Ganado","","86505","758961","","13947","Hubbell Trading Post NHS","P.O. Box 150",""
"","NY","Albany","","12224","758962","","12724","Hudson River Valley National Heritage Area","Capitol Building, Room 254",""
"","AK","Barrow","","99723","758963","","13948","Inupiat Heritage Center","P.O.Box 69",""
"","WI","Madison","","53711","758964","","2764","National Park Service","700 Rayovac Drive Suite 100",""
"","WA","Coulee Dam","","99116","758965","","14521","1008 Crest Drive","",""
"","PA","Philadelphia","","19106","758966","","2766","Independence National Historical Park","143 South Third Street",""
"","IN","Porter","","46304","758967","","2767","1100 N. Mineral Springs Road","",""
"","MI","Houghton","","4.99312e+008","758968","","2769","Isle Royale National Park","800 East Lakeshore Drive",""
"","OH","Mentor","","44060","758969","","13949","James A. Garfield National Historic Site","8095 Mentor Avenue",""
"","LA","New Orleans","","70130","758970","","13950","419 Decatur Street","",""
"","MO","St. Louis","","63102","758971","","13951","Jefferson National Expansion Memorial","11 N. 4th Street",""
"","SD","Custer","","57730","758972","","2772","11149 U.S. Highway 16","Building B12",""
"","GA","Plains","","31780","758973","","13952","Jimmy Carter National Historic Site","300 North Bond Street",""
"","WY","Moose","","83012","758974","","2741","Grand Teton National Park","P.O. Drawer 170",""
"","OR","Kimberly","","97848","758975","","2777","32651 Highway 19,","",""
"","MA","Brookline","","02446","758976","","13527","John Fitzgerald Kennedy National Historic Site","83 Beals Street",""
"","MA","Whitinsville","","01588","758977","","2591","Blackstone River Valley NHC","670 Linwood Avenue, Unit 10",""
"","CA","Martinez","","94553","758978","","13954","John Muir National Historic Site","4202 Alhambra Ave.",""
"","PA","South Fork","","15956","758979","","2780","Johnstown Flood National Memorial","733 Lake Road",""
"","CA","Twentynine Palms","","92277","758980","","2782","Joshua Tree National Park","74485 National Park Drive",""
"","CA","San Francisco","","94104","758981","","2783","333 Bush Street, Suite 500","",""
"","HI","Kalaupapa","","96742","758982","","2785","Superintendent","P.O. Box 2222",""
